Gender,10th board,10th marks,12th board,12th marks,Stream,Cgpa,Internships(Y/N),Training(Y/N),Any Backlogs?,Innovative Project(Y/N),Communication level,Technical skills(Y/N),Coding Score,Aptitude Score,Hackathons Count,Certifications Count,Placement(Y/N)?
Female,ICSE,64.8,Other,62.3,Civil,6.69,Yes,Yes,No,Yes,2,Yes,49,55,3,2,Placed
Male,State,90.7,State,81.0,Information Technology,9.19,Yes,Yes,Yes,Yes,2,No,72,92,3,1,Placed
Male,ICSE,56.0,CBSE,35.0,Electronics,6.31,Yes,No,No,Yes,3,No,39,46,2,2,Placed
Female,State,59.8,State,87.7,Computer Science,7.55,Yes,Yes,Yes,Yes,2,Yes,74,40,3,2,Placed
Male,ICSE,46.1,CBSE,55.1,Civil,5.05,Yes,Yes,Yes,No,4,Yes,55,35,1,1,Not Placed
Male,CBSE,77.2,State,58.9,Mechanical,6.95,Yes,No,No,No,2,Yes,44,53,3,2,Placed
Female,ICSE,83.8,State,87.2,Computer Science,7.85,No,No,No,Yes,4,No,75,76,2,3,Placed
Male,CBSE,66.6,CBSE,65.9,Information Technology,5.51,Yes,No,No,Yes,3,No,53,50,0,0,Placed
Female,State,35.0,Other,45.8,Other,4.44,Yes,Yes,No,No,3,Yes,32,5,2,0,Not Placed
Female,CBSE,50.0,State,41.9,Information Technology,4.19,Yes,Yes,No,Yes,3,Yes,19,41,0,1,Placed
Female,State,87.3,State,70.9,Electronics,9.2,No,Yes,No,Yes,4,Yes,61,61,0,1,Placed
Male,CBSE,66.2,Other,60.4,Electrical,6.32,Yes,Yes,No,Yes,4,No,0,47,4,0,Placed
Male,CBSE,35.0,CBSE,50.7,Civil,3.0,No,Yes,No,Yes,4,Yes,8,25,0,0,Not Placed
Female,Other,44.3,CBSE,55.3,Electronics,4.85,Yes,Yes,No,No,4,Yes,22,29,0,0,Placed
Male,CBSE,84.0,ICSE,69.0,Electrical,7.08,Yes,No,Yes,No,1,No,53,49,0,0,Not Placed
Female,ICSE,83.1,CBSE,72.9,Electrical,7.13,Yes,No,No,Yes,3,Yes,49,63,2,1,Placed
Female,Other,47.5,ICSE,59.1,Information Technology,5.19,No,No,Yes,Yes,3,Yes,32,40,0,0,Not Placed
Female,CBSE,64.5,CBSE,94.8,Information Technology,8.61,Yes,Yes,Yes,Yes,2,Yes,100,100,0,2,Placed
Male,State,72.4,CBSE,79.5,Information Technology,7.97,Yes,Yes,No,Yes,3,No,52,63,4,2,Placed
Male,CBSE,58.7,State,43.7,Other,4.76,Yes,No,No,Yes,3,Yes,18,67,3,2,Placed
Female,CBSE,35.0,CBSE,53.1,Civil,4.34,Yes,No,Yes,Yes,3,Yes,16,17,1,3,Not Placed
Male,CBSE,37.9,ICSE,38.8,Computer Science,3.9,Yes,No,No,Yes,2,Yes,13,24,0,0,Not Placed
Male,Other,58.2,State,63.8,Electrical,5.92,Yes,No,Yes,Yes,3,Yes,51,49,2,0,Placed
Female,CBSE,47.5,Other,59.1,Information Technology,3.8,Yes,No,No,Yes,4,Yes,40,29,3,2,Placed
Female,State,78.8,ICSE,86.7,Computer Science,10.0,Yes,No,No,Yes,3,Yes,62,73,4,0,Placed
Female,State,93.6,CBSE,85.3,Electronics,8.89,Yes,Yes,Yes,Yes,3,Yes,78,68,0,2,Placed
Female,ICSE,67.6,ICSE,56.1,Information Technology,8.72,Yes,Yes,No,No,5,No,74,48,2,0,Placed
Male,CBSE,35.0,State,49.3,Electrical,4.57,No,Yes,No,Yes,5,Yes,34,41,1,1,Placed
Female,State,52.4,State,47.9,Computer Science,4.4,No,Yes,No,Yes,5,Yes,39,32,0,4,Placed
Others,State,64.3,ICSE,72.4,Electrical,8.66,Yes,Yes,No,No,1,No,75,78,3,2,Placed
Male,State,58.0,State,54.6,Electronics,5.0,Yes,Yes,No,Yes,4,Yes,30,45,2,1,Placed
Male,Other,84.5,State,99.8,Computer Science,9.72,Yes,Yes,No,Yes,2,Yes,84,81,4,2,Placed
Female,ICSE,77.2,State,44.2,Other,7.61,Yes,Yes,Yes,Yes,3,Yes,60,45,0,0,Placed
Female,CBSE,54.3,CBSE,41.7,Electronics,5.46,No,Yes,No,Yes,4,Yes,36,59,0,4,Placed
Female,State,37.7,CBSE,71.3,Computer Science,4.88,Yes,No,Yes,Yes,3,Yes,29,32,3,1,Placed
Female,CBSE,54.2,State,54.1,Information Technology,6.45,Yes,No,No,Yes,3,Yes,35,64,1,4,Placed
Male,CBSE,57.5,CBSE,55.9,Electrical,5.44,Yes,No,No,Yes,4,Yes,47,54,1,2,Placed
Male,State,66.5,CBSE,65.9,Information Technology,8.46,No,Yes,Yes,Yes,4,Yes,80,53,2,0,Placed
Female,CBSE,35.0,CBSE,50.6,Computer Science,5.3,Yes,Yes,No,No,4,Yes,25,41,1,2,Placed
Female,State,46.7,State,77.6,Computer Science,4.79,Yes,Yes,No,Yes,5,Yes,30,52,0,1,Placed
Female,Other,44.1,CBSE,43.2,Computer Science,5.51,Yes,Yes,No,Yes,4,Yes,58,33,2,2,Placed
Female,CBSE,73.4,ICSE,60.1,Electrical,8.25,Yes,Yes,No,Yes,3,Yes,74,65,0,2,Placed
Male,Other,38.6,CBSE,35.0,Information Technology,3.9,Yes,Yes,No,Yes,2,Yes,17,45,4,1,Placed
Male,State,35.0,State,37.9,Computer Science,3.0,Yes,Yes,No,No,3,Yes,36,26,2,0,Not Placed
Female,State,55.7,State,76.1,Computer Science,8.05,Yes,Yes,No,Yes,3,Yes,70,48,3,4,Placed
Female,ICSE,35.0,State,45.3,Information Technology,3.43,Yes,Yes,No,Yes,4,Yes,8,27,4,1,Placed
Female,CBSE,96.8,CBSE,80.6,Other,8.65,Yes,Yes,No,Yes,1,Yes,85,76,0,0,Placed
Female,State,46.0,Other,78.2,Information Technology,6.59,Yes,No,Yes,Yes,4,Yes,27,40,0,2,Placed
Female,CBSE,35.0,Other,35.0,Other,3.86,No,Yes,No,Yes,4,No,8,12,3,2,Not Placed
Male,CBSE,48.2,ICSE,35.0,Information Technology,4.97,No,Yes,No,Yes,3,Yes,22,43,3,2,Placed
Male,Other,35.0,Other,74.3,Computer Science,8.34,Yes,Yes,No,Yes,3,Yes,41,44,0,0,Placed
Male,ICSE,63.6,State,43.3,Electrical,6.2,Yes,Yes,No,No,2,Yes,45,38,4,1,Placed
Female,CBSE,62.2,State,35.0,Information Technology,4.45,Yes,Yes,Yes,Yes,3,Yes,45,58,1,1,Placed
Male,CBSE,60.3,State,58.7,Civil,6.66,Yes,No,No,Yes,2,Yes,46,75,1,3,Placed
Male,State,51.2,State,50.3,Other,3.79,No,Yes,No,Yes,4,No,34,36,3,1,Not Placed
Female,CBSE,35.0,ICSE,35.0,Computer Science,3.87,No,No,No,Yes,3,Yes,18,12,0,1,Not Placed
Male,State,68.0,State,35.0,Computer Science,4.43,Yes,Yes,No,Yes,2,Yes,42,33,2,0,Placed
Female,CBSE,70.7,Other,71.0,Civil,8.18,No,No,Yes,Yes,1,Yes,100,80,1,2,Placed
Male,State,79.3,CBSE,65.1,Computer Science,10.0,Yes,Yes,Yes,Yes,3,No,81,70,0,0,Placed
Male,CBSE,35.0,ICSE,35.0,Computer Science,3.0,Yes,Yes,No,Yes,4,No,8,19,1,3,Placed
Female,CBSE,74.9,State,44.9,Computer Science,8.29,Yes,Yes,No,Yes,4,Yes,85,59,0,2,Placed
Male,State,73.1,State,55.6,Computer Science,6.6,Yes,Yes,No,Yes,2,Yes,43,45,1,1,Placed
Male,State,89.1,CBSE,71.7,Civil,7.78,No,Yes,Yes,Yes,5,Yes,79,61,1,2,Placed
Male,Other,41.4,ICSE,40.5,Computer Science,5.0,Yes,Yes,No,Yes,3,Yes,29,45,1,2,Placed
Female,ICSE,35.0,Other,35.0,Information Technology,3.0,Yes,Yes,No,Yes,3,Yes,5,0,0,2,Placed
Male,CBSE,66.0,CBSE,43.6,Mechanical,6.52,Yes,No,No,Yes,3,Yes,53,59,0,2,Placed
Female,CBSE,35.0,State,35.0,Information Technology,5.35,No,Yes,No,Yes,2,Yes,25,30,0,3,Placed
Male,ICSE,54.9,CBSE,35.0,Computer Science,3.0,Yes,Yes,No,Yes,3,Yes,15,10,0,1,Not Placed
Male,Other,45.6,Other,37.6,Electrical,4.7,Yes,Yes,Yes,Yes,4,No,23,24,0,1,Not Placed
Male,ICSE,67.4,State,62.9,Computer Science,6.08,No,Yes,No,Yes,3,Yes,52,55,0,4,Placed
Female,CBSE,73.3,CBSE,78.5,Civil,5.06,No,Yes,Yes,Yes,5,Yes,49,37,0,1,Not Placed
Female,Other,80.8,CBSE,53.5,Electrical,6.8,Yes,Yes,No,Yes,3,Yes,41,59,1,2,Placed
Female,CBSE,67.5,State,44.6,Information Technology,8.24,No,Yes,No,Yes,5,Yes,68,48,0,1,Placed
Female,State,50.9,CBSE,65.1,Electronics,4.72,Yes,Yes,No,Yes,4,Yes,50,31,0,1,Placed
Male,Other,68.9,State,35.0,Information Technology,6.14,Yes,Yes,No,Yes,1,Yes,46,53,1,1,Placed
Male,CBSE,36.6,Other,50.4,Information Technology,5.04,Yes,Yes,No,Yes,1,Yes,44,33,0,0,Not Placed
Female,Other,68.1,ICSE,35.3,Electrical,5.54,Yes,No,Yes,No,4,Yes,31,50,0,4,Not Placed
Male,CBSE,35.8,CBSE,35.0,Electrical,5.08,Yes,Yes,No,Yes,3,Yes,44,26,2,1,Placed
Male,Other,77.1,Other,52.3,Information Technology,7.4,Yes,Yes,No,Yes,2,No,55,43,1,0,Placed
Male,CBSE,73.8,State,78.8,Mechanical,7.24,Yes,No,No,Yes,5,Yes,47,70,0,2,Placed
Male,Other,44.1,CBSE,35.0,Electrical,4.15,Yes,Yes,No,Yes,5,No,43,36,0,0,Placed
Female,CBSE,77.1,CBSE,78.2,Other,9.96,Yes,Yes,No,Yes,4,Yes,79,57,5,1,Placed
Female,State,51.7,CBSE,61.5,Electronics,6.48,No,Yes,No,Yes,4,No,70,59,0,1,Placed
Female,State,56.5,ICSE,39.2,Information Technology,5.28,Yes,Yes,No,No,1,Yes,70,65,3,0,Placed
Male,State,39.1,CBSE,35.0,Computer Science,3.0,Yes,Yes,Yes,Yes,2,No,27,20,0,4,Not Placed
Male,CBSE,35.0,CBSE,40.1,Other,3.1,Yes,No,Yes,Yes,4,No,15,12,3,2,Not Placed
Male,State,45.1,ICSE,60.6,Computer Science,6.85,Yes,Yes,No,Yes,3,Yes,56,68,1,0,Placed
Male,CBSE,61.6,State,60.2,Electronics,6.84,Yes,Yes,No,Yes,1,Yes,48,66,2,3,Placed
Female,State,35.0,ICSE,44.6,Computer Science,5.26,Yes,Yes,No,Yes,4,Yes,28,35,0,1,Placed
Female,CBSE,99.3,State,69.4,Computer Science,10.0,Yes,No,No,Yes,3,Yes,100,94,3,2,Placed
Female,Other,80.4,CBSE,75.8,Information Technology,8.64,No,No,No,Yes,4,Yes,39,75,2,2,Placed
Male,CBSE,45.0,ICSE,49.1,Other,5.47,Yes,No,Yes,Yes,3,Yes,31,14,2,0,Not Placed
Female,CBSE,49.2,CBSE,52.5,Computer Science,6.51,No,Yes,No,Yes,1,Yes,45,41,1,0,Placed
Female,CBSE,100.0,State,85.8,Electronics,9.86,No,No,No,Yes,4,Yes,95,89,0,2,Placed
Female,CBSE,35.0,State,35.0,Computer Science,3.19,No,No,Yes,Yes,4,Yes,23,34,3,2,Not Placed
Female,CBSE,85.7,CBSE,42.9,Computer Science,7.04,No,No,Yes,Yes,2,Yes,70,44,0,0,Not Placed
Male,State,42.5,Other,40.7,Information Technology,4.65,Yes,Yes,No,Yes,5,No,39,49,0,0,Placed
Male,ICSE,64.8,State,60.9,Electronics,7.13,Yes,No,No,Yes,2,Yes,68,55,2,0,Placed
Male,State,72.9,CBSE,83.8,Computer Science,9.55,Yes,No,Yes,No,3,Yes,75,76,0,0,Placed
Female,State,37.5,Other,55.3,Information Technology,3.94,No,Yes,No,No,3,Yes,34,33,4,2,Placed
Male,CBSE,93.8,State,70.9,Computer Science,7.01,No,Yes,No,Yes,3,No,62,43,0,0,Placed
Male,State,97.9,State,97.3,Information Technology,10.0,Yes,Yes,No,Yes,3,Yes,100,65,2,0,Placed
Male,CBSE,68.3,State,40.3,Other,5.85,Yes,Yes,No,Yes,4,Yes,54,35,2,1,Placed
Male,ICSE,56.5,ICSE,76.2,Other,6.03,Yes,No,No,Yes,4,No,73,54,2,1,Placed
Female,CBSE,46.5,CBSE,35.0,Information Technology,4.77,No,No,Yes,Yes,5,No,48,34,1,3,Not Placed
Female,CBSE,60.5,CBSE,65.7,Electronics,5.88,No,No,No,Yes,5,Yes,39,41,1,1,Placed
Male,CBSE,54.6,State,47.5,Electrical,5.3,No,Yes,No,Yes,5,Yes,38,42,4,0,Placed
Male,ICSE,57.3,CBSE,39.5,Computer Science,8.14,No,No,No,Yes,4,Yes,57,55,3,1,Placed
Male,CBSE,86.8,State,78.8,Electrical,7.34,Yes,Yes,No,Yes,3,Yes,81,68,1,0,Placed
Male,State,54.3,CBSE,58.4,Other,5.79,Yes,Yes,Yes,No,2,Yes,44,53,0,0,Not Placed
Male,CBSE,72.3,CBSE,69.9,Computer Science,8.9,No,Yes,Yes,No,2,Yes,78,74,3,0,Placed
Male,State,63.2,CBSE,70.9,Computer Science,9.09,Yes,Yes,Yes,Yes,2,Yes,63,80,2,1,Placed
Male,Other,75.9,State,62.3,Other,6.31,Yes,Yes,No,No,4,Yes,72,69,0,0,Placed
Female,State,70.5,ICSE,35.0,Electronics,4.55,Yes,Yes,No,Yes,4,Yes,45,34,0,0,Placed
Female,State,35.0,CBSE,35.0,Computer Science,4.79,No,Yes,Yes,Yes,3,No,39,16,1,2,Not Placed
Male,Other,42.5,State,52.9,Computer Science,4.81,Yes,Yes,No,No,5,No,31,33,1,3,Placed
Male,State,82.7,CBSE,56.0,Information Technology,9.38,Yes,No,Yes,No,3,Yes,77,57,1,0,Placed
Female,State,35.0,State,53.1,Civil,4.22,Yes,Yes,Yes,Yes,1,No,20,31,1,0,Not Placed
Male,State,62.0,CBSE,77.9,Civil,7.72,Yes,Yes,No,Yes,1,No,76,72,0,3,Placed
Female,State,35.0,State,51.7,Other,4.85,No,Yes,Yes,Yes,2,Yes,32,23,0,0,Not Placed
Female,CBSE,79.3,State,56.1,Computer Science,7.4,Yes,Yes,No,Yes,2,No,46,63,1,1,Placed
Male,ICSE,68.6,Other,35.0,Electronics,7.28,Yes,No,Yes,Yes,5,Yes,44,53,0,1,Placed
Male,State,79.9,CBSE,59.1,Electronics,9.56,No,Yes,Yes,Yes,4,Yes,76,62,1,3,Placed
Female,CBSE,66.6,ICSE,63.7,Information Technology,7.93,Yes,Yes,No,Yes,2,Yes,59,67,0,0,Placed
Male,ICSE,75.7,State,45.3,Computer Science,10.0,Yes,Yes,Yes,Yes,2,Yes,87,57,0,2,Placed
Female,CBSE,74.3,Other,68.5,Other,9.28,Yes,Yes,Yes,Yes,4,Yes,51,83,0,1,Placed
Female,CBSE,47.7,CBSE,50.4,Electrical,8.04,Yes,Yes,No,Yes,5,Yes,58,65,0,2,Placed
Female,State,35.0,CBSE,35.0,Electronics,3.92,Yes,Yes,Yes,Yes,3,No,30,25,0,2,Not Placed
Male,ICSE,42.3,ICSE,35.0,Mechanical,3.45,No,Yes,No,Yes,3,Yes,0,18,1,2,Not Placed
Female,ICSE,35.0,CBSE,35.0,Computer Science,3.0,Yes,No,Yes,Yes,5,Yes,6,11,0,0,Not Placed
Male,Other,36.0,CBSE,37.2,Electronics,3.55,Yes,Yes,No,Yes,4,Yes,18,12,3,1,Placed
Female,ICSE,56.8,CBSE,40.9,Civil,5.68,Yes,Yes,No,No,5,Yes,63,42,1,0,Placed
Female,CBSE,44.4,ICSE,44.9,Electronics,5.9,Yes,No,No,Yes,3,No,24,31,1,0,Not Placed
Male,CBSE,38.9,CBSE,49.2,Other,5.62,Yes,No,No,Yes,4,No,51,37,0,2,Not Placed
Female,ICSE,65.2,ICSE,59.1,Mechanical,5.69,Yes,Yes,No,No,2,Yes,67,57,3,2,Placed
Female,CBSE,43.8,State,37.7,Information Technology,5.56,Yes,Yes,No,Yes,4,Yes,34,44,3,0,Placed
Male,State,35.0,CBSE,35.0,Civil,3.86,Yes,Yes,Yes,No,3,Yes,38,25,0,2,Not Placed
Male,State,57.8,State,70.0,Computer Science,5.52,No,Yes,No,No,4,Yes,39,54,2,0,Placed
Male,CBSE,35.0,CBSE,43.5,Information Technology,4.42,Yes,Yes,No,No,2,No,43,33,0,1,Not Placed
Male,Other,52.5,State,58.2,Information Technology,5.42,No,Yes,Yes,Yes,4,Yes,71,35,1,5,Placed
Male,State,87.0,State,71.3,Information Technology,9.19,No,Yes,Yes,Yes,4,Yes,83,70,3,0,Placed
Female,State,40.8,State,44.1,Electrical,5.92,Yes,Yes,Yes,No,4,Yes,47,40,4,0,Placed
Male,Other,86.9,CBSE,85.2,Information Technology,9.83,Yes,Yes,No,Yes,4,Yes,75,75,0,0,Placed
Male,State,61.9,State,51.7,Electrical,7.82,Yes,Yes,Yes,Yes,3,Yes,96,77,4,3,Placed
Female,CBSE,60.2,ICSE,35.0,Electronics,6.54,Yes,No,No,Yes,4,No,44,13,0,0,Placed
Male,State,35.0,State,35.0,Information Technology,3.0,No,Yes,Yes,No,3,Yes,17,25,3,2,Not Placed
Female,ICSE,48.9,ICSE,44.2,Electrical,5.79,Yes,Yes,Yes,Yes,4,Yes,62,48,2,2,Placed
Male,ICSE,88.6,CBSE,58.7,Computer Science,7.43,Yes,Yes,Yes,No,4,Yes,69,73,3,3,Placed
Male,ICSE,44.1,ICSE,46.5,Computer Science,5.34,Yes,Yes,Yes,Yes,3,Yes,43,47,1,1,Placed
Female,State,58.9,CBSE,66.2,Electronics,7.93,Yes,Yes,No,Yes,5,Yes,58,61,4,1,Placed
Female,CBSE,83.3,CBSE,86.9,Computer Science,8.28,No,Yes,Yes,Yes,3,Yes,58,76,3,3,Placed
Female,ICSE,48.4,ICSE,67.6,Computer Science,5.67,Yes,No,No,Yes,2,Yes,19,37,1,0,Placed
Female,ICSE,36.8,Other,35.0,Mechanical,5.53,No,Yes,No,No,3,Yes,27,35,1,1,Not Placed
Female,CBSE,62.2,State,63.8,Electronics,7.16,No,Yes,No,Yes,2,Yes,65,45,1,2,Placed
Male,CBSE,53.3,CBSE,54.7,Information Technology,6.95,Yes,Yes,No,Yes,3,Yes,44,59,2,2,Placed
Male,Other,40.9,CBSE,39.2,Other,5.88,Yes,Yes,Yes,Yes,2,Yes,22,34,0,0,Not Placed
Female,ICSE,35.0,State,35.0,Electronics,6.18,Yes,No,No,Yes,3,Yes,27,36,1,3,Placed
Female,ICSE,52.0,ICSE,38.3,Electrical,5.75,Yes,Yes,No,Yes,4,Yes,59,33,0,2,Placed
Others,ICSE,45.5,CBSE,35.0,Computer Science,3.0,Yes,Yes,Yes,No,1,Yes,12,0,1,1,Not Placed
Male,State,59.4,ICSE,51.6,Electronics,7.79,No,No,No,Yes,3,No,37,79,2,1,Placed
Male,State,40.8,CBSE,44.6,Electrical,5.58,No,Yes,No,Yes,1,Yes,35,40,2,1,Not Placed
Female,State,35.0,ICSE,35.0,Electronics,3.0,No,Yes,No,No,5,No,0,0,0,4,Not Placed
Male,CBSE,60.7,Other,51.8,Civil,5.97,Yes,Yes,No,Yes,5,Yes,47,32,0,2,Placed
Female,State,54.1,State,35.0,Information Technology,4.45,Yes,Yes,No,Yes,3,Yes,23,29,1,0,Placed
Female,State,96.4,CBSE,79.8,Computer Science,10.0,Yes,Yes,No,Yes,4,Yes,94,85,0,2,Placed
Male,State,35.0,ICSE,35.0,Information Technology,6.31,No,Yes,No,Yes,4,Yes,31,41,0,3,Placed
Female,State,40.8,State,35.0,Information Technology,4.74,No,No,No,Yes,3,Yes,21,32,2,2,Placed
Female,State,78.2,State,74.8,Electrical,6.95,Yes,Yes,No,Yes,2,Yes,51,46,0,0,Placed
Male,CBSE,48.5,State,42.9,Computer Science,5.6,Yes,No,Yes,Yes,4,No,37,31,0,0,Not Placed
Female,CBSE,46.1,CBSE,41.7,Other,4.96,No,No,Yes,Yes,3,Yes,34,32,3,1,Not Placed
Male,CBSE,59.2,ICSE,68.6,Other,6.96,Yes,No,No,Yes,5,Yes,50,54,0,0,Placed
Female,CBSE,39.0,CBSE,35.0,Computer Science,5.59,Yes,No,No,No,5,Yes,24,31,0,1,Placed
Male,Other,41.9,Other,47.4,Information Technology,3.0,No,No,Yes,Yes,2,Yes,13,34,1,1,Not Placed
Female,CBSE,88.5,CBSE,65.9,Electrical,9.94,No,Yes,No,Yes,3,Yes,90,80,1,0,Placed
Male,CBSE,52.7,State,70.5,Other,7.83,Yes,No,No,Yes,3,Yes,41,51,0,2,Placed
Male,State,45.8,CBSE,55.2,Information Technology,5.24,Yes,No,No,Yes,5,Yes,36,26,1,1,Placed
Female,State,67.0,CBSE,39.6,Information Technology,6.44,Yes,Yes,No,No,4,Yes,43,47,2,0,Placed
Male,CBSE,67.1,CBSE,70.8,Electronics,7.77,No,Yes,Yes,Yes,4,Yes,72,48,1,3,Placed
Male,ICSE,73.2,State,72.3,Mechanical,8.14,Yes,Yes,Yes,No,4,Yes,79,68,3,2,Placed
Female,ICSE,36.2,State,60.9,Computer Science,4.87,No,No,No,Yes,3,Yes,35,35,5,0,Placed
Female,CBSE,73.3,ICSE,58.8,Civil,6.82,No,Yes,No,Yes,5,Yes,40,68,1,3,Placed
Female,CBSE,62.8,CBSE,41.0,Computer Science,5.62,No,Yes,No,Yes,1,Yes,36,38,4,1,Placed
Female,Other,64.3,State,41.3,Computer Science,5.44,Yes,Yes,Yes,Yes,1,No,64,47,2,0,Not Placed
Male,ICSE,72.2,ICSE,35.0,Information Technology,6.07,Yes,Yes,No,Yes,3,Yes,46,42,1,0,Placed
Male,State,51.3,CBSE,46.6,Information Technology,6.0,No,Yes,No,Yes,2,Yes,46,31,3,2,Placed
Male,CBSE,62.9,State,59.1,Information Technology,8.42,Yes,Yes,No,Yes,3,Yes,62,70,4,4,Placed
Female,CBSE,62.0,State,61.6,Electronics,5.58,Yes,Yes,No,Yes,1,Yes,45,67,5,0,Placed
Female,State,35.0,CBSE,35.0,Information Technology,3.0,No,No,Yes,Yes,3,Yes,5,14,2,1,Not Placed
Female,CBSE,45.5,CBSE,35.0,Computer Science,5.1,Yes,Yes,Yes,Yes,3,Yes,8,1,1,0,Not Placed
Female,State,60.2,State,51.4,Information Technology,5.48,Yes,No,No,No,2,Yes,34,52,0,1,Placed
Male,State,92.4,CBSE,88.3,Other,9.33,Yes,Yes,No,No,3,Yes,87,92,1,3,Placed
Male,CBSE,35.0,State,35.0,Information Technology,4.93,Yes,Yes,No,Yes,4,Yes,30,28,2,0,Placed
Male,ICSE,35.0,Other,55.6,Information Technology,4.96,Yes,Yes,Yes,Yes,4,No,47,52,0,0,Not Placed
Female,ICSE,48.0,State,38.8,Electronics,3.25,No,Yes,No,No,2,Yes,60,35,0,0,Not Placed
Male,CBSE,54.1,State,39.3,Other,5.18,Yes,Yes,No,No,3,Yes,65,37,1,0,Placed
Female,ICSE,57.3,CBSE,35.0,Computer Science,5.77,No,Yes,No,No,5,Yes,50,33,2,0,Placed
Male,CBSE,98.7,ICSE,91.2,Mechanical,8.88,Yes,No,No,Yes,3,Yes,84,84,2,2,Placed
Male,ICSE,52.2,CBSE,60.0,Civil,7.18,Yes,Yes,Yes,Yes,3,Yes,62,37,1,0,Placed
Male,CBSE,35.0,State,35.0,Mechanical,4.51,No,Yes,No,No,5,Yes,42,48,3,2,Placed
Female,CBSE,83.4,Other,87.5,Computer Science,8.63,Yes,No,No,Yes,2,Yes,98,100,1,0,Placed
Female,State,49.4,State,55.9,Mechanical,6.18,Yes,Yes,Yes,No,4,Yes,40,21,2,0,Placed
Male,State,50.2,State,55.8,Computer Science,5.2,Yes,Yes,Yes,No,3,Yes,57,50,2,1,Placed
Male,Other,75.5,State,69.7,Electronics,7.7,Yes,Yes,No,Yes,5,Yes,92,70,3,1,Placed
Female,CBSE,35.0,CBSE,43.0,Civil,3.85,Yes,Yes,No,Yes,1,Yes,47,41,3,0,Not Placed
Male,CBSE,93.0,ICSE,69.8,Computer Science,8.47,No,Yes,Yes,No,5,No,86,63,5,1,Placed
Female,State,35.0,CBSE,43.5,Electrical,4.86,Yes,Yes,No,Yes,4,Yes,32,26,1,3,Placed
Female,State,69.3,State,64.3,Computer Science,7.26,No,Yes,Yes,No,3,Yes,76,61,0,1,Placed
Male,CBSE,42.3,CBSE,43.1,Electrical,7.07,No,Yes,No,Yes,4,Yes,58,41,2,0,Placed
Male,State,79.7,ICSE,70.7,Information Technology,8.9,Yes,Yes,No,No,5,No,74,82,3,1,Placed
Others,ICSE,90.1,CBSE,66.7,Computer Science,9.6,Yes,Yes,No,Yes,2,No,88,91,0,1,Placed
Male,ICSE,54.3,State,51.3,Computer Science,3.0,Yes,No,No,No,5,Yes,23,32,1,0,Not Placed
Male,Other,86.5,State,94.4,Other,7.91,Yes,Yes,No,Yes,3,No,69,64,3,0,Placed
Female,CBSE,44.8,State,35.0,Computer Science,3.81,Yes,Yes,Yes,Yes,1,Yes,40,12,2,0,Not Placed
Female,State,39.6,CBSE,35.0,Computer Science,4.91,Yes,Yes,No,No,2,No,27,9,2,4,Placed
Others,CBSE,35.0,State,41.5,Information Technology,3.57,Yes,Yes,No,Yes,5,Yes,26,37,1,1,Placed
Female,State,65.1,CBSE,52.9,Mechanical,7.92,Yes,No,Yes,Yes,5,Yes,59,74,1,1,Placed
Male,State,61.5,State,65.1,Electronics,6.61,Yes,Yes,No,Yes,5,Yes,33,61,3,1,Placed
Male,Other,59.1,CBSE,38.3,Computer Science,5.66,Yes,Yes,Yes,Yes,3,Yes,54,43,1,2,Placed
Female,State,52.8,State,59.4,Computer Science,5.7,Yes,No,Yes,Yes,5,Yes,50,53,1,1,Placed
Female,Other,70.2,CBSE,61.5,Computer Science,6.72,Yes,Yes,No,Yes,3,Yes,54,59,2,2,Placed
Male,ICSE,57.4,Other,53.2,Computer Science,8.79,No,Yes,No,Yes,2,Yes,55,67,0,0,Placed
Female,Other,63.7,State,71.2,Information Technology,8.33,Yes,Yes,Yes,Yes,3,Yes,49,83,2,0,Placed
Male,ICSE,75.7,CBSE,90.6,Civil,10.0,No,Yes,No,No,5,Yes,100,74,0,1,Placed
Male,State,54.9,State,51.2,Computer Science,6.15,No,Yes,Yes,No,4,Yes,48,40,0,2,Not Placed
Male,CBSE,35.0,ICSE,43.2,Information Technology,4.6,Yes,Yes,Yes,Yes,3,Yes,58,33,2,2,Placed
Male,CBSE,61.5,CBSE,50.0,Information Technology,7.69,Yes,Yes,No,Yes,4,Yes,56,57,1,1,Placed
Male,CBSE,44.0,State,45.6,Other,5.44,Yes,No,No,Yes,3,No,29,31,3,0,Not Placed
Male,State,35.0,State,52.0,Other,4.13,Yes,Yes,Yes,Yes,1,Yes,42,32,1,0,Not Placed
Male,State,67.4,CBSE,61.8,Electrical,8.73,No,Yes,Yes,No,2,Yes,72,56,0,1,Not Placed
Female,State,53.5,ICSE,47.0,Computer Science,5.9,No,Yes,Yes,Yes,1,Yes,39,35,1,2,Placed
Female,Other,36.3,CBSE,47.8,Computer Science,3.0,Yes,Yes,No,No,2,Yes,1,11,0,1,Not Placed
Female,Other,35.0,CBSE,35.0,Information Technology,3.0,No,Yes,Yes,Yes,4,Yes,44,16,3,1,Not Placed
Female,CBSE,63.7,ICSE,58.5,Computer Science,5.74,Yes,Yes,Yes,Yes,2,No,39,57,1,0,Not Placed
Male,CBSE,80.9,State,62.4,Electronics,8.56,Yes,Yes,Yes,Yes,3,Yes,100,71,1,0,Placed
Male,State,86.1,ICSE,90.2,Civil,8.96,No,Yes,No,Yes,4,No,62,72,1,2,Placed
